A1BG	alpha-1-B_glycoprotein
FAM215B	family_with_sequence_similarity_215_member_B_(non-protein_coding)
FAM216A	family_with_sequence_similarity_216_member_A
FAM216B	family_with_sequence_similarity_216_member_B
FAM217A	family_with_sequence_similarity_217_member_A
FAM217AP1	family_with_sequence_similarity_217_member_A_pseudogene_1
FAM217B	family_with_sequence_similarity_217_member_B
FAM218A	family_with_sequence_similarity_218_member_A
FAM218BP	family_with_sequence_similarity_218_member_B,_pseudogene
FAM219A	family_with_sequence_similarity_219_member_A
FAM219B	family_with_sequence_similarity_219_member_B
FAM220A	family_with_sequence_similarity_220_member_A
FAM220BP	family_with_sequence_similarity_220_member_B,_pseudogene
FAM220CP	family_with_sequence_similarity_220_member_C,_pseudogene
FAM221A	family_with_sequence_similarity_221_member_A
FAM221B	family_with_sequence_similarity_221_member_B
FAM222A	family_with_sequence_similarity_222_member_A
FAM222A-AS1	FAM222A_antisense_RNA_1
FAM222B	family_with_sequence_similarity_222_member_B
FAM223A	family_with_sequence_similarity_223_member_A_(non-protein_coding)
FAM223B	family_with_sequence_similarity_223_member_B_(non-protein_coding)
FAM224A	family_with_sequence_similarity_224_member_A_(non-protein_coding)
FAM224B	family_with_sequence_similarity_224_member_B_(non-protein_coding)
FAM225A	family_with_sequence_similarity_225_member_A_(non-protein_coding)
FAM225B	family_with_sequence_similarity_225_member_B_(non-protein_coding)
FAM226A	family_with_sequence_similarity_226_member_A_(non-protein_coding)
FAM226B	family_with_sequence_similarity_226_member_B_(non-protein_coding)
FAM227A	family_with_sequence_similarity_227_member_A
FAM227B	family_with_sequence_similarity_227_member_B
FAM228A	family_with_sequence_similarity_228_member_A
FAM228B	family_with_sequence_similarity_228_member_B
FAM229A	family_with_sequence_similarity_229_member_A
FAM229B	family_with_sequence_similarity_229_member_B
FAM230A	family_with_sequence_similarity_230_member_A
FAM230B	family_with_sequence_similarity_230_member_B_(non-protein_coding)
FAM230C	family_with_sequence_similarity_230_member_C
FAM231A	family_with_sequence_similarity_231_member_A
FAM231B	family_with_sequence_similarity_231_member_B
FAM231C	family_with_sequence_similarity_231_member_C
FAM231D	family_with_sequence_similarity_231_member_D
FAM231EP	family_with_sequence_similarity_231_member_E,_pseudogene
FAM234A	family_with_sequence_similarity_234_member_A
FAM234B	family_with_sequence_similarity_234_member_B
FAN1	FANCD2/FANCI-associated_nuclease_1
FANCA	Fanconi_anemia_complementation_group_A
FANCB	Fanconi_anemia_complementation_group_B
FANCC	Fanconi_anemia_complementation_group_C
FANCD2	Fanconi_anemia_complementation_group_D2
FANCD2OS	FANCD2_opposite_strand
FANCD2P1	Fanconi_anemia_complementation_group_D2_pseudogene_1
FANCD2P2	Fanconi_anemia_complementation_group_D2_pseudogene_2
FANCE	Fanconi_anemia_complementation_group_E
FANCF	Fanconi_anemia_complementation_group_F
FANCG	Fanconi_anemia_complementation_group_G
FANCI	Fanconi_anemia_complementation_group_I
FANCL	Fanconi_anemia_complementation_group_L
FANCM	Fanconi_anemia_complementation_group_M
FANK1	fibronectin_type_III_and_ankyrin_repeat_domains_1
FANK1-AS1	FANK1_antisense_RNA_1
FAP	fibroblast_activation_protein_alpha
FAR1	fatty_acyl-CoA_reductase_1
FAR1-IT1	FAR1_intronic_transcript_1
FAR1P1	fatty_acyl-CoA_reductase_1_pseudogene_1
FAR2	fatty_acyl-CoA_reductase_2
FAR2P1	fatty_acyl-CoA_reductase_2_pseudogene_1
FAR2P2	fatty_acyl-CoA_reductase_2_pseudogene_2
FAR2P3	fatty_acyl-CoA_reductase_2_pseudogene_3
FAR2P4	fatty_acyl-CoA_reductase_2_pseudogene_4
FARP1	FERM,_ARH/RhoGEF_and_pleckstrin_domain_protein_1
FARP1-AS1	FARP1_antisense_RNA_1
FARP2	FERM,_ARH/RhoGEF_and_pleckstrin_domain_protein_2
FARS2	phenylalanyl-tRNA_synthetase_2,_mitochondrial
FARSA	phenylalanyl-tRNA_synthetase_alpha_subunit
FARSA-AS1	FARSA_antisense_RNA_1
FARSB	phenylalanyl-tRNA_synthetase_beta_subunit
FARSBP1	phenylalanyl-tRNA_synthetase_beta_subunit_pseudogene_1
FAS	Fas_cell_surface_death_receptor
FAS-AS1	FAS_antisense_RNA_1
FASLG	Fas_ligand
FASN	fatty_acid_synthase
FASTK	Fas_activated_serine/threonine_kinase
FASTKD1	FAST_kinase_domains_1
FASTKD2	FAST_kinase_domains_2
FASTKD3	FAST_kinase_domains_3
FASTKD5	FAST_kinase_domains_5
FAT1	FAT_atypical_cadherin_1
FAT1P1	FAT_atypical_cadherin_1_pseudogene_1
FAT2	FAT_atypical_cadherin_2
FAT3	FAT_atypical_cadherin_3
FAT4	FAT_atypical_cadherin_4
FATE1	fetal_and_adult_testis_expressed_1
FAU	Finkel-Biskis-Reilly_murine_sarcoma_virus_(FBR-MuSV)_ubiquitously_expressed
FAUP1	FBR-MuSV-associated_ubiquitously_expressed_(fox_derived)_pseudogene_1
FAUP2	FBR-MuSV-associated_ubiquitously_expressed_(fox_derived)_pseudogene_2
FAUP3	FBR-MuSV-associated_ubiquitously_expressed_(fox_derived)_pseudogene_3
FAXC	failed_axon_connections_homolog
FAXDC2	fatty_acid_hydroxylase_domain_containing_2
FBF1	Fas_binding_factor_1
FBL	fibrillarin
FBLIM1	filamin_binding_LIM_protein_1
FBLL1	fibrillarin-like_1
FBLN1	fibulin_1
FBLN2	fibulin_2
FBLN5	fibulin_5
FBLN7	fibulin_7
FBN1	fibrillin_1
FBN2	fibrillin_2
FBN3	fibrillin_3
FBP1	fructose-bisphosphatase_1
FBP2	fructose-bisphosphatase_2
FBP2P1	fructose-1,6-bisphosphatase_2_pseudogene_1
FBRS	fibrosin
FBRSL1	fibrosin_like_1
FBXL2	F-box_and_leucine-rich_repeat_protein_2
FBXL3	F-box_and_leucine-rich_repeat_protein_3
FBXL4	F-box_and_leucine-rich_repeat_protein_4
FBXL5	F-box_and_leucine-rich_repeat_protein_5
FBXL6	F-box_and_leucine-rich_repeat_protein_6
FBXL7	F-box_and_leucine-rich_repeat_protein_7
FBXL8	F-box_and_leucine-rich_repeat_protein_8
FBXL12	F-box_and_leucine-rich_repeat_protein_12
FBXL13	F-box_and_leucine-rich_repeat_protein_13
FBXL14	F-box_and_leucine-rich_repeat_protein_14
FBXL15	F-box_and_leucine-rich_repeat_protein_15
FBXL16	F-box_and_leucine-rich_repeat_protein_16
FBXL17	F-box_and_leucine-rich_repeat_protein_17
FBXL18	F-box_and_leucine-rich_repeat_protein_18
FBXL19	F-box_and_leucine-rich_repeat_protein_19
FBXL19-AS1	FBXL19_antisense_RNA_1_(head_to_head)
FBXL20	F-box_and_leucine-rich_repeat_protein_20
FBXL21	F-box_and_leucine-rich_repeat_protein_21_(gene/pseudogene)
FBXL22	F-box_and_leucine-rich_repeat_protein_22
FBXO2	F-box_protein_2
FBXO3	F-box_protein_3
FBXO3-AS1	FBXO3_antisense_RNA_1_(head_to_head)
FBXO4	F-box_protein_4
FBXO5	F-box_protein_5
FBXO6	F-box_protein_6
FBXO7	F-box_protein_7
FBXO8	F-box_protein_8
FBXO9	F-box_protein_9
FBXO10	F-box_protein_10
FBXO11	F-box_protein_11
FBXO15	F-box_protein_15
FBXO16	F-box_protein_16
FBXO17	F-box_protein_17
FBXO18	F-box_protein,_helicase,_18
FBXO21	F-box_protein_21
FBXO22	F-box_protein_22
FBXO22-AS1	FBXO22_antisense_RNA_1
FBXO24	F-box_protein_24
FBXO25	F-box_protein_25
FBXO27	F-box_protein_27
FBXO28	F-box_protein_28
FBXO30	F-box_protein_30
FBXO31	F-box_protein_31
FBXO32	F-box_protein_32
FBXO33	F-box_protein_33
FBXO34	F-box_protein_34
FBXO36	F-box_protein_36
FBXO36-IT1	FBXO36_intronic_transcript_1
FBXO36P1	F-box_protein_36_pseudogene_1
FBXO38	F-box_protein_38
FBXO39	F-box_protein_39
FBXO40	F-box_protein_40
FBXO41	F-box_protein_41
FBXO42	F-box_protein_42
FBXO43	F-box_protein_43
FBXO44	F-box_protein_44
FBXO45	F-box_protein_45
FBXO46	F-box_protein_46
FBXO47	F-box_protein_47
FBXO48	F-box_protein_48
FBXW2	F-box_and_WD_repeat_domain_containing_2
FBXW4	F-box_and_WD_repeat_domain_containing_4
FBXW4P1	F-box_and_WD_repeat_domain_containing_4_pseudogene_1
FBXW5	F-box_and_WD_repeat_domain_containing_5
FBXW7	F-box_and_WD_repeat_domain_containing_7
FBXW8	F-box_and_WD_repeat_domain_containing_8
FBXW9	F-box_and_WD_repeat_domain_containing_9
FBXW10	F-box_and_WD_repeat_domain_containing_10
FBXW11	F-box_and_WD_repeat_domain_containing_11
FBXW11P1	F-box_and_WD_repeat_domain_containing_11_pseudogene_1
FBXW12	F-box_and_WD_repeat_domain_containing_12
FCAMR	Fc_fragment_of_IgA_and_IgM_receptor
FCAR	Fc_fragment_of_IgA_receptor
FCER1A	Fc_fragment_of_IgE_receptor_Ia
FCER1G	Fc_fragment_of_IgE_receptor_Ig
FCER2	Fc_fragment_of_IgE_receptor_II
FCF1	FCF1_rRNA-processing_protein
FCF1P1	FCF1_pseudogene_1
FCF1P2	FCF1_pseudogene_2
FCF1P3	FCF1_pseudogene_3
FCF1P4	FCF1_pseudogene_4
FCF1P5	FCF1_pseudogene_5
FCF1P6	FCF1_pseudogene_6
FCF1P7	FCF1_pseudogene_7
FCF1P8	FCF1_pseudogene_8
FCF1P9	FCF1_pseudogene_9
FCF1P10	FCF1_pseudogene_10
FCF1P11	FCF1_pseudogene_11
FCGBP	Fc_fragment_of_IgG_binding_protein
FCGR1A	Fc_fragment_of_IgG_receptor_Ia
FCGR1B	Fc_fragment_of_IgG_receptor_Ib
FCGR1CP	Fc_fragment_of_IgG_receptor_Ic,_pseudogene
FCGR2A	Fc_fragment_of_IgG_receptor_IIa
FCGR2B	Fc_fragment_of_IgG_receptor_IIb
FCGR2C	Fc_fragment_of_IgG_receptor_IIc_(gene/pseudogene)
FCGR3A	Fc_fragment_of_IgG_receptor_IIIa
FCGR3B	Fc_fragment_of_IgG_receptor_IIIb
FCGRT	Fc_fragment_of_IgG_receptor_and_transporter
FCHO1	FCH_domain_only_1
FCHO2	FCH_domain_only_2
FCHSD1	FCH_and_double_SH3_domains_1
FCHSD2	FCH_and_double_SH3_domains_2
FCMR	Fc_fragment_of_IgM_receptor
FCMTE1	familial_cortical_myoclonic_tremor_with_epilepsy_1
FCMTE2	familial_cortical_myoclonic_tremor_with_epilepsy_2
FCMTE3	familial_cortical_myoclonic_tremor_with_epilepsy_3
FCN1	ficolin_1
FCN2	ficolin_2
FCN3	ficolin_3
FCP1	F-cell_production_1
FCRL1	Fc_receptor_like_1
FCRL2	Fc_receptor_like_2
FCRL3	Fc_receptor_like_3
FCRL4	Fc_receptor_like_4
FCRL5	Fc_receptor_like_5
FCRL6	Fc_receptor_like_6
FCRL6P1	Fc_receptor_like_6_pseudogene_1
FCRLA	Fc_receptor_like_A
FCRLB	Fc_receptor_like_B
FDCSP	follicular_dendritic_cell_secreted_protein
FDFT1	farnesyl-diphosphate_farnesyltransferase_1
FDPS	farnesyl_diphosphate_synthase
FDPSP1	farnesyl_diphosphate_synthase_pseudogene_1
FDPSP2	farnesyl_diphosphate_synthase_pseudogene_2
FDPSP3	farnesyl_diphosphate_synthase_pseudogene_3
FDPSP4	farnesyl_diphosphate_synthase_pseudogene_4
FDPSP5	farnesyl_diphosphate_synthase_pseudogene_5
FDPSP6	farnesyl_diphosphate_synthase_pseudogene_6
FDPSP7	farnesyl_diphosphate_synthase_pseudogene_7
FDPSP8	farnesyl_diphosphate_synthase_pseudogene_8
FDPSP9	farnesyl_diphosphate_synthase_pseudogene_9
FDPSP10	farnesyl_diphosphate_synthase_pseudogene_10
FDX1	ferredoxin_1
FDX1L	ferredoxin_1-like
FDX1P1	ferredoxin_1_pseudogene_1
FDX1P2	ferredoxin_1_pseudogene_2
FDXACB1	ferredoxin-fold_anticodon_binding_domain_containing_1
FDXR	ferredoxin_reductase
FEB1	febrile_convulsions_1
FEB2	febrile_convulsions_2
FEB4	febrile_convulsions_4
FEB5	febrile_convulsions_5
FEB6	febrile_convulsions_6
FEB7	febrile_convulsions_7
FECH	ferrochelatase
FECHP1	ferrochelatase_pseudogene_1
FEM1A	fem-1_homolog_A
FEM1AP1	fem-1_homolog_A_pseudogene_1
FEM1AP2	fem-1_homolog_A_pseudogene_2
FEM1AP3	fem-1_homolog_A_pseudogene_3
FEM1AP4	fem-1_homolog_A_pseudogene_4
FEM1B	fem-1_homolog_B
FEM1C	fem-1_homolog_C
FEN1	flap_structure-specific_endonuclease_1
FEN1P1	flap_structure-specific_endonuclease_1_pseudogene_1
FENDRR	FOXF1_adjacent_non-coding_developmental_regulatory_RNA
FER	FER_tyrosine_kinase
FER1L4	fer-1_like_family_member_4,_pseudogene
FER1L5	fer-1_like_family_member_5
FER1L6	fer-1_like_family_member_6
FER1L6-AS1	FER1L6_antisense_RNA_1
FER1L6-AS2	FER1L6_antisense_RNA_2
FERD3L	Fer3-like_bHLH_transcription_factor
FERMT1	fermitin_family_member_1
FERMT2	fermitin_family_member_2
FERMT3	fermitin_family_member_3
FERP1	FER_tyrosine_kinase_pseudogene_1
FES	FES_proto-oncogene,_tyrosine_kinase
FETUB	fetuin_B
FEV	FEV,_ETS_transcription_factor
FEZ1	fasciculation_and_elongation_protein_zeta_1
FEZ2	fasciculation_and_elongation_protein_zeta_2
FEZF1	FEZ_family_zinc_finger_1
FEZF1-AS1	FEZF1_antisense_RNA_1
FEZF2	FEZ_family_zinc_finger_2
FFAR1	free_fatty_acid_receptor_1
FFAR2	free_fatty_acid_receptor_2
FFAR3	free_fatty_acid_receptor_3
FFAR4	free_fatty_acid_receptor_4
FGA	fibrinogen_alpha_chain
FGB	fibrinogen_beta_chain
FGD1	FYVE,_RhoGEF_and_PH_domain_containing_1
FGD2	FYVE,_RhoGEF_and_PH_domain_containing_2
FGD3	FYVE,_RhoGEF_and_PH_domain_containing_3
FGD4	FYVE,_RhoGEF_and_PH_domain_containing_4
FGD5	FYVE,_RhoGEF_and_PH_domain_containing_5
FGD5-AS1	FGD5_antisense_RNA_1
FGD5P1	FYVE,_RhoGEF_and_PH_domain_containing_5_pseudogene_1
FGD6	FYVE,_RhoGEF_and_PH_domain_containing_6
FGF1	fibroblast_growth_factor_1
FGF2	fibroblast_growth_factor_2
FGF3	fibroblast_growth_factor_3
FGF4	fibroblast_growth_factor_4
FGF5	fibroblast_growth_factor_5
FGF6	fibroblast_growth_factor_6
FGF7	fibroblast_growth_factor_7
FGF7P1	fibroblast_growth_factor_7_pseudogene_1
FGF7P2	fibroblast_growth_factor_7_pseudogene_2
FGF8	fibroblast_growth_factor_8
FGF9	fibroblast_growth_factor_9
FGF10	fibroblast_growth_factor_10
FGF10-AS1	FGF10_antisense_RNA_1
FGF11	fibroblast_growth_factor_11
FGF12	fibroblast_growth_factor_12
FGF12-AS1	FGF12_antisense_RNA_1
FGF12-AS2	FGF12_antisense_RNA_2
FGF12-AS3	FGF12_antisense_RNA_3
FGF13	fibroblast_growth_factor_13
FGF13-AS1	FGF13_antisense_RNA_1
FGF14	fibroblast_growth_factor_14
FGF14-AS1	FGF14_antisense_RNA_1
FGF14-AS2	FGF14_antisense_RNA_2
FGF14-IT1	FGF14_intronic_transcript_1
FGF16	fibroblast_growth_factor_16
FGF17	fibroblast_growth_factor_17
FGF18	fibroblast_growth_factor_18
FGF19	fibroblast_growth_factor_19
FGF20	fibroblast_growth_factor_20
FGF21	fibroblast_growth_factor_21
FGF22	fibroblast_growth_factor_22
FGF23	fibroblast_growth_factor_23
FGFBP1	fibroblast_growth_factor_binding_protein_1
FGFBP2	fibroblast_growth_factor_binding_protein_2
FGFBP3	fibroblast_growth_factor_binding_protein_3
FGFR1	fibroblast_growth_factor_receptor_1
FGFR1OP	FGFR1_oncogene_partner
FGFR1OP2	FGFR1_oncogene_partner_2
FGFR1OP2P1	FGFR1_oncogene_partner_2_pseudogene_1
FGFR2	fibroblast_growth_factor_receptor_2
FGFR3	fibroblast_growth_factor_receptor_3
FGFR3P1	fibroblast_growth_factor_receptor_3_pseudogene_1
FGFR3P2	fibroblast_growth_factor_receptor_3_pseudogene_2
FGFR3P3	fibroblast_growth_factor_receptor_3_pseudogene_3
FGFR3P4	fibroblast_growth_factor_receptor_3_pseudogene_4
FGFR3P5	fibroblast_growth_factor_receptor_3_pseudogene_5
FGFR3P6	fibroblast_growth_factor_receptor_3_pseudogene_6
FGFR4	fibroblast_growth_factor_receptor_4
FGFRL1	fibroblast_growth_factor_receptor-like_1
FGG	fibrinogen_gamma_chain
FGGY	FGGY_carbohydrate_kinase_domain_containing
FGL1	fibrinogen_like_1
FGL2	fibrinogen_like_2
FGR	FGR_proto-oncogene,_Src_family_tyrosine_kinase
FGS2	FG_syndrome_2
FGS3	FG_syndrome_3
FGS5	FG_syndrome_5
FH	fumarate_hydratase
FHAD1	forkhead-associated_(FHA)_phosphopeptide_binding_domain_1
FHDC1	FH2_domain_containing_1
FHIT	fragile_histidine_triad
FHL1	four_and_a_half_LIM_domains_1
FHL2	four_and_a_half_LIM_domains_2
FHL3	four_and_a_half_LIM_domains_3
FHL5	four_and_a_half_LIM_domains_5
FHOD1	formin_homology_2_domain_containing_1
FHOD3	formin_homology_2_domain_containing_3
FHP1	fumarate_hydratase_pseudogene_1
FIBCD1	fibrinogen_C_domain_containing_1
FIBIN	fin_bud_initiation_factor_homolog_(zebrafish)
FIBP	FGF1_intracellular_binding_protein
FICD	FIC_domain_containing
FIG4	FIG4_phosphoinositide_5-phosphatase
FIGF	c-fos_induced_growth_factor_(vascular_endothelial_growth_factor_D)
FIGLA	folliculogenesis_specific_bHLH_transcription_factor
FIGN	fidgetin
FIGNL1	fidgetin_like_1
FIGNL2	fidgetin_like_2
FILIP1	filamin_A_interacting_protein_1
FILIP1L	filamin_A_interacting_protein_1-like
FIP1L1	factor_interacting_with_PAPOLA_and_CPSF1
FIRRE	firre_intergenic_repeating_RNA_element
FIS1	fission,_mitochondrial_1
FITM1	fat_storage_inducing_transmembrane_protein_1
FITM2	fat_storage_inducing_transmembrane_protein_2
FIZ1	FLT3_interacting_zinc_finger_1
FJX1	four_jointed_box_1
FKBP1A	FK506_binding_protein_1A
FKBP1A-SDCBP2	FKBP1A-SDCBP2_readthrough_(NMD_candidate)
FKBP1AP1	FK506_binding_protein_1A_pseudogene_1
FKBP1AP2	FK506_binding_protein_1A_pseudogene_2
FKBP1AP3	FK506_binding_protein_1A_pseudogene_3
FKBP1AP4	FK506_binding_protein_1A_pseudogene_4
FKBP1B	FK506_binding_protein_1B
FKBP1C	FK506_binding_protein_1C
FKBP2	FK506_binding_protein_2
FKBP3	FK506_binding_protein_3
FKBP4	FK506_binding_protein_4
FKBP4P1	FK506_binding_protein_4_pseudogene_1
FKBP4P2	FK506_binding_protein_4_pseudogene_2
FKBP4P5	FK506_binding_protein_4_pseudogene_5
FKBP4P6	FK506_binding_protein_4_pseudogene_6
FKBP4P7	FK506_binding_protein_4_pseudogene_7
FKBP4P8	FK506_binding_protein_4_pseudogene_8
FKBP5	FK506_binding_protein_5
FKBP6	FK506_binding_protein_6
FKBP7	FK506_binding_protein_7
FKBP8	FK506_binding_protein_8
FKBP9	FK506_binding_protein_9
FKBP9P1	FK506_binding_protein_9_pseudogene_1
FKBP10	FK506_binding_protein_10
FKBP11	FK506_binding_protein_11
FKBP14	FK506_binding_protein_14
FKBP15	FK506_binding_protein_15
FKBPL	FK506_binding_protein_like
FKRP	fukutin_related_protein
FKTN	fukutin
FLAD1	flavin_adenine_dinucleotide_synthetase_1
FLCN	folliculin
FLG	filaggrin
FLG-AS1	FLG_antisense_RNA_1
FLG2	filaggrin_family_member_2
FLI1	Fli-1_proto-oncogene,_ETS_transcription_factor
FLII	flightless_I_actin_binding_protein
FLNA	filamin_A
FLNB	filamin_B
FLNB-AS1	FLNB_antisense_RNA_1
FLNC	filamin_C
FLOT1	flotillin_1
FLOT2	flotillin_2
FLRT1	fibronectin_leucine_rich_transmembrane_protein_1
FLRT2	fibronectin_leucine_rich_transmembrane_protein_2
FLRT3	fibronectin_leucine_rich_transmembrane_protein_3
FLT1	fms_related_tyrosine_kinase_1
FLT1P1	fms_related_tyrosine_kinase_1_pseudogene_1
FLT3	fms_related_tyrosine_kinase_3
FLT3LG	fms_related_tyrosine_kinase_3_ligand
